Bengali,Meitei Mayek
সবরুল,ꯁꯕꯔꯨꯜ
লৈজবী,ꯂꯩꯖꯕꯤ
থাঙ্না,ꯊꯥꯡꯅ
পুন্সিনবদা,ꯄꯨꯟꯁꯤꯅꯕꯗ
সনাদি,ꯁꯅꯥꯗꯤ
শেমখ্রবনি,ꯁꯦꯝꯈꯔ꯭ꯕꯅꯤ
খোংজং,ꯈꯣꯡꯖꯪ
অমত্তনসু,ꯑꯃꯠꯇꯅꯁꯨ
য়াদনা,ꯌꯥꯗꯅ
তাকখ্রে,ꯇꯥꯛꯈꯔ꯭ꯦ
হংলক্পদুদা,ꯍꯪꯂꯛꯄꯗꯨꯗ
ক্লাস,ꯀꯂ꯭ꯥꯁ
গোজগী,ꯒꯣꯖꯒꯤ
তাথবা,ꯇꯥꯊꯕ
ঐবুনি,ꯑꯩꯕꯨꯅꯤ
অতেকঅকায়শীংনা,ꯑꯇꯦꯛꯑꯀꯥꯌꯁꯤꯡꯅ
পান্মিন্নখিবোইরে,ꯄꯥꯟꯃꯤꯟꯅꯈꯤꯕꯣꯏꯔꯦ
ইল্লু,ꯏꯜꯂꯨ
মাইকা,ꯃꯥꯏꯀꯥ
পক্লে,ꯄꯛꯂꯦ
থকপনা,ꯊꯛꯄꯅ
ফংদ্রি,ꯐꯪꯗꯔ꯭ꯤ
মতমদা,ꯃꯇꯝꯗ
ফুত্তোক্কদবনি,ꯐꯨꯠꯇꯣꯛꯀꯗꯕꯅꯤ
লৈনদে,ꯂꯩꯅꯗꯦ
হাওসি,ꯍꯥꯑꯣꯁꯤ
চমজবা,ꯆꯝꯖꯕ
খাংবা,ꯈꯥꯡꯕ
সেক্রেতরি,ꯁꯦꯀꯔ꯭ꯦꯇꯔꯤ
চেম্বর,ꯆꯦꯝꯕꯔ
সাইবর,ꯁꯥꯏꯕꯔ
অমসুং,ꯑꯃꯁꯨꯡ
খংবদি,ꯈꯪꯕꯗꯤ
শুবদগী,ꯁꯨꯕꯗꯒꯤ
নুপীমচাশীংগী,ꯅꯨꯄꯤꯃꯆꯥꯁꯤꯡꯒꯤ
লিংগনি,ꯂꯤꯡꯒꯅꯤ
হৌদ্রে,ꯍꯧꯗꯔ꯭ꯦ
জীবদু,ꯖꯤꯕꯗꯨ
মাংতাকই,ꯃꯥꯡꯇꯥꯛꯏ
নারিঙৈ,ꯅꯥꯔꯤꯉꯩ
পোনগনি,ꯄꯣꯟꯒꯅꯤ
দিহায়দ্রেসনগা,ꯗꯤꯍꯥꯌꯗꯔ꯭ꯦꯁꯟꯒ
উননবা,ꯎꯅꯅꯕ
ইংরাজী,ꯏꯡꯔꯥꯖꯤ
ঙাকশেনগদবনি,ꯉꯥꯛꯁꯦꯟꯒꯗꯕꯅꯤ
ফিরাল,ꯐꯤꯔꯥꯜ
তোইলেট,ꯇꯣꯏꯂꯦꯠ
মকুম,ꯃꯀꯨꯝ
য়ুশিং,ꯌꯨꯁꯤꯡ
লালহৌবশিংনা,ꯂꯥꯜꯍꯧꯕꯁꯤꯡꯅ
হুনবা,ꯍꯨꯅꯕ
মসিদদি,ꯃꯁꯤꯗꯗꯤ
হৈতবোই,ꯍꯩꯇꯕꯣꯏ
চানিং,ꯆꯥꯅꯤꯡ
বাতনি,ꯕꯥꯠꯅꯤ
ওইরোই,ꯑꯣꯏꯔꯣꯏ
পীগনু,ꯄꯤꯒꯅꯨ
খায়বুং,ꯈꯥꯌꯕꯨꯡ
ৱাঙাঙ,ꯋꯥꯉꯥꯡ
থমগদবনি,ꯊꯝꯒꯗꯕꯅꯤ
খোকপা,ꯈꯣꯛꯄ
তেংথারগা,ꯇꯦꯡꯊꯥꯔꯒ
খংদোক্নবগীদমক,ꯈꯪꯗꯣꯛꯅꯕꯒꯤꯗꯃꯛ
মরুমরাংশীংনি,ꯃꯔꯨꯃꯔꯥꯡꯁꯤꯡꯅꯤ
খেলেন,ꯈꯦꯂꯦꯟ
য়েংসিনবীবা,ꯌꯦꯡꯁꯤꯟꯕꯤꯕ
পোরমদা,ꯄꯣꯔꯝꯗ
ঙারাল,ꯉꯥꯔꯥꯜ
চাবোক,ꯆꯥꯕꯣꯛ
চাংনি,ꯆꯥꯡꯅꯤ
অখঙবা,ꯑꯈꯡꯕ
য়েংলা,ꯌꯦꯡꯂ
শূদরি,ꯁꯨꯗꯔꯤ
চুমদা,ꯆꯨꯝꯗ
ইৱাশু,ꯏꯋꯥꯁꯨ
অৱাঙ,ꯑꯋꯥꯡ
কিদবা,ꯀꯤꯗꯕ
হোতনগদৌরিবশিং,ꯍꯣꯠꯅꯒꯗꯧꯔꯤꯕꯁꯤꯡ
খনবগী,ꯈꯟꯕꯒꯤ
প্রোতিনশীং,ꯄꯔ꯭ꯣꯇꯤꯟꯁꯤꯡ
ত্রাই,ꯇꯔ꯭ꯥꯏ
তিচিং,ꯇꯤꯆꯤꯡ
চমাপন,ꯆꯃꯥꯄꯟ
ফজবগী,ꯐꯖꯕꯒꯤ
রাকেস,ꯔꯥꯀꯦꯁ
মঙাদা,ꯃꯉꯥꯗ
খন্বনি,ꯈꯟꯕꯅꯤ
লৈমদা,ꯂꯩꯃꯗ
ফংজবা,ꯐꯪꯖꯕ
অন্সর,ꯑꯟꯁꯔ
চাংদা,ꯆꯥꯡꯗ
খম্বা,ꯈꯝꯕ
পন্থা,ꯄꯟꯊꯥ
তোন্না,ꯇꯣꯟꯅ
চাজুম,ꯆꯥꯖꯨꯝ
চাংবু,ꯆꯥꯡꯕꯨ
হাংদোকহাংজিন,ꯍꯥꯡꯗꯣꯛꯍꯥꯡꯖꯤꯟ
খংহনবগে,ꯈꯪꯍꯟꯕꯒꯦ
ফোঙবা,ꯐꯣꯡꯕ
মরিরক,ꯃꯔꯤꯔꯛ
য়ানিংলম্দে,ꯌꯥꯅꯤꯡꯂꯝꯗꯦ
থাবনা,ꯊꯥꯕꯅ
খাঙবোক,ꯈꯥꯉꯕꯣꯛ
শুথাং,ꯁꯨꯊꯥꯡ
তৌশিনখ্রবদি,ꯇꯧꯁꯤꯟꯈꯔ꯭ꯕꯗꯤ
কোকপগী,ꯀꯣꯛꯄꯒꯤ
অপঙ্বদুনা,ꯑꯄꯡꯕꯗꯨꯅ
শানবা,ꯁꯥꯅꯕ
বিজাতি,ꯕꯤꯖꯥꯇꯤ
অশোকপসু,ꯑꯁꯣꯛꯄꯁꯨ
লৌগনি,ꯂꯧꯒꯅꯤ
খংলবা,ꯈꯪꯂꯕ
সিম্বোলশিংগী,ꯁꯤꯝꯕꯣꯜꯁꯤꯡꯒꯤ
পাউহং,ꯄꯥꯎꯍꯪ
ইনখিবা,ꯏꯅꯈꯤꯕ
য়োংখম,ꯌꯣꯡꯈꯝ
তুম্বমখৈ,ꯇꯨꯝꯕꯃꯈꯩ
চৎলম্বা,ꯆꯠꯂꯝꯕ
মেদিটেসনগীদমক্তা,ꯃꯦꯗꯤꯇꯦꯁꯟꯒꯤꯗꯃꯛꯇ
সেটেলাইটকী,ꯁꯦꯇꯦꯂꯥꯏꯠꯀꯤ
মাঙজখিবা,ꯃꯥꯡꯖꯈꯤꯕ
মাংথরকপদু,ꯃꯥꯡꯊꯔꯛꯄꯗꯨ
তৌদে,ꯇꯧꯗꯦ
দোক্তর,ꯗꯣꯛꯇꯔ
দ্রোট,ꯗꯔ꯭ꯣꯠ
লংজাসু,ꯂꯪꯖꯥꯁꯨ
পুথোকখি,ꯄꯨꯊꯣꯛꯈꯤ
রিলিফ,ꯔꯤꯂꯤꯐ
পিরবদা,ꯄꯤꯔꯕꯗ
এনরোল,ꯑꯦꯟꯔꯣꯜ
য়ৌবদা,ꯌꯧꯕꯗ
অহুমদুগী,ꯑꯍꯨꯝꯗꯨꯒꯤ
শূবদসু,ꯁꯨꯕꯗꯁꯨ
ঐগীসু,ꯑꯩꯒꯤꯁꯨ
সিম্পল,ꯁꯤꯝꯄꯜ
পল্লি,ꯄꯜꯂꯤ
খনগতপা,ꯈꯟꯒꯠꯄ
থক্কে,ꯊꯛꯀꯦ
মখোঙ্,ꯃꯈꯣꯡ
পায়ননবা,ꯄꯥꯌꯅꯅꯕ
য়ুনিতি,ꯌꯨꯅꯤꯇꯤ
পীদনা,ꯄꯤꯗꯅ
বাসের,ꯕꯥꯁꯦꯔ
থাবসু,ꯊꯥꯕꯁꯨ
ঈয়াইদা,ꯏꯌꯥꯏꯗ
চংগদগে,ꯆꯪꯒꯗꯒꯦ
মোংশোঙ্দা,ꯃꯣꯡꯁꯣꯡꯗ
লৌরবা,ꯂꯧꯔꯕ
ফরবদি,ꯐꯔꯕꯗꯤ
পানরি,ꯄꯥꯅꯔꯤ
সভাপতি,ꯁꯚꯥꯄꯇꯤ
য়ারে,ꯌꯥꯔꯦ
শীংবু,ꯁꯤꯡꯕꯨ
অমদগি,ꯑꯃꯗꯒꯤ
অয়াবা,ꯑꯌꯥꯕ
লাইরেল্দু,ꯂꯥꯢꯔꯦꯜꯗꯨ
সভাগী,ꯁꯚꯥꯒꯤ
কোর্ফু,ꯀꯣꯔꯐꯨ
ফক্লাং,ꯐꯛꯂꯥꯡ
শুমদোকপীবা,ꯁꯨꯝꯗꯣꯛꯄꯤꯕ
নান্থোকহন্দনবা,ꯅꯥꯟꯊꯣꯛꯍꯟꯗꯅꯕ
ওইরকখি,ꯑꯣꯏꯔꯛꯈꯤ
অনিদা,ꯑꯅꯤꯗ
ওইজবা,ꯑꯣꯏꯖꯕ
য়াবা,ꯌꯥꯕ
নোংমাই,ꯅꯣꯡꯃꯥꯏ
লৌরোই,ꯂꯧꯔꯣꯏ
ফোঙদোক্লোয়,ꯐꯣꯡꯗꯣꯛꯂꯣꯌ
শুবনা,ꯁꯨꯕꯅ
নকপদা,ꯅꯛꯄꯗ
খরদনা,ꯈꯔꯗꯅ
ফংলম্মোই,ꯐꯪꯂꯝꯃꯣꯏ
শন্দোরকপনা,ꯁꯟꯗꯣꯔꯛꯄꯅ
ঙংলগা,ꯉꯪꯂꯒ
লাকপনি,ꯂꯥꯛꯄꯅꯤ
বাসোক,ꯕꯥꯁꯣꯛ
খোংশা,ꯈꯣꯡꯁꯥ
পরিষদ,ꯄꯔꯤꯁꯗ
নাহনবা,ꯅꯥꯍꯟꯕ
য়াংশিনবা,ꯌꯥꯡꯁꯤꯟꯕ
তৈবগী,ꯇꯩꯕꯒꯤ
তুরেল,ꯇꯨꯔꯦꯜ
থমই,ꯊꯝꯏ
ফুনবা,ꯐꯨꯅꯕ
এমওয়ু,ꯑꯦꯝꯑꯣꯌꯨ
চল্লি,ꯆꯜꯂꯤ
হংলবা,ꯍꯪꯂꯕ
খোঙবাল,ꯈꯣꯡꯕꯥꯜ
থেংনখ্রে,ꯊꯦꯡꯅꯈꯔ꯭ꯦ
সবসেক্সনদা,ꯁꯕꯁꯦꯛꯁꯟꯗ
খংনবা,ꯈꯪꯅꯕ
চৈশাং,ꯆꯩꯁꯥꯡ
থোইবনা,ꯊꯣꯏꯕꯅ
ইরমদম,ꯏꯔꯝꯗꯝ
চাননবা,ꯆꯥꯅꯅꯕ
মোৎলম্বা,ꯃꯣꯠꯂꯝꯕ
খূমাং,ꯈꯨꯃꯥꯡ
এঙ্গল,ꯑꯦꯡꯒꯜ
ময়াদু,ꯃꯌꯥꯗꯨ
ঠিকাদা,ꯊꯤꯀꯥꯗ
হেনগৎলক্লিবা,ꯍꯦꯟꯒꯠꯂꯛꯂꯤꯕ
থেংমনখ্রে,ꯊꯦꯡꯃꯟꯈꯔ꯭ꯦ
মানুষ,ꯃꯥꯅꯨꯁ
তোঙান,ꯇꯣꯉꯥꯟ
শেহরি,ꯁꯦꯍꯔꯤ
রিমোট,ꯔꯤꯃꯣꯠ
নৌহৌনা,ꯅꯧꯍꯧꯅ
ওইহনখি,ꯑꯣꯏꯍꯟꯈꯤ
ওইননা,ꯑꯣꯢꯅꯅ
খরদুসু,ꯈꯔꯗꯨꯁꯨ
হেনগত্তুনা,ꯍꯦꯟꯒꯠꯇꯨꯅ
চাবদু,ꯆꯥꯕꯗꯨ
দিজিজ,ꯗꯤꯖꯤꯖ
ওপোজিট,ꯑꯣꯄꯣꯖꯤꯠ
ঙাওবা,ꯉꯥꯑꯣꯕ
মতেংদি,ꯃꯇꯦꯡꯗꯤ
তৌনিং,ꯇꯧꯅꯤꯡ
কৈদনো,ꯀꯩꯗꯅꯣ
মমলসু,ꯃꯃꯜꯁꯨ
ইংখোল,ꯏꯡꯈꯣꯜ
য়ুংলগা,ꯌꯨꯡꯂꯒ
রাশিগা,ꯔꯥꯁꯤꯒ
গ্রূপশিং,ꯒꯔ꯭ꯨꯄꯁꯤꯡ
মীফমদা,ꯃꯤꯐꯝꯗ
ক্লাশ,ꯀꯂ꯭ꯥꯁ
ওক্পীমুক,ꯑꯣꯛꯄꯤꯃꯨꯛ
লুহোংদ্রিবীশীংনা,ꯂꯨꯍꯣꯡꯗꯔ꯭ꯤꯕꯤꯁꯤꯡꯅ
হিদাকনি,ꯍꯤꯗꯥꯛꯅꯤ
পেকেট,ꯄꯦꯀꯦꯠ
লৈতবদু,ꯂꯩꯇꯕꯗꯨ
হায়না,ꯍꯥꯌꯅ
লেংগা,ꯂꯦꯡꯒꯥ
য়াউবা,ꯌꯥꯎꯕ
অারগী,ꯑꯥꯔꯒꯤ
মীরোলগীদমক্তসু,ꯃꯤꯔꯣꯜꯒꯤꯗꯃꯛꯇꯁꯨ
কৈনিং,ꯀꯩꯅꯤꯡ
কাফেত,ꯀꯥꯐꯦꯠ
মিনিট,ꯃꯤꯅꯤꯠ
ঙন্না,ꯉꯟꯅ
বেনিফিটশীং,ꯕꯦꯅꯤꯐꯤꯠꯁꯤꯡ
পীখতলকপগী,ꯄꯤꯈꯠꯂꯛꯄꯒꯤ
ফূরিত,ꯐꯨꯔꯤꯠ
চৎনবী,ꯆꯠꯅꯕꯤ
ইচানদি,ꯏꯆꯥꯅꯗꯤ
অনিদি,ꯑꯅꯤꯗꯤ
মপুনা,ꯃꯄꯨꯅ
লেটরগা,ꯂꯦꯇꯔꯒ
অমগুম্বদগী,ꯑꯃꯒꯨꯝꯕꯗꯒꯤ
শুফমগী,ꯁꯨꯐꯝꯒꯤ
এসেমব্লিনা,ꯑꯁꯦꯝꯕꯂ꯭ꯤꯅ
মনিনা,ꯃꯅꯤꯅ
ওরসনু,ꯑꯣꯔꯁꯅꯨ
চিনবা,ꯆꯤꯟꯕ
শোকচিল্লকপদগী,ꯁꯣꯛꯆꯤꯜꯂꯛꯄꯗꯒꯤ
চঙননবা,ꯆꯡꯅꯅꯕ
বর্মা,ꯕꯔꯃꯥ
মরমনা,ꯃꯔꯝꯅ
বূকশিং,ꯕꯨꯛꯁꯤꯡ
মশানা,ꯃꯁꯥꯅ
খংচোং,ꯈꯪꯆꯣꯡ
তৌহনবনি,ꯇꯧꯍꯟꯕꯅꯤ
মাংদা,ꯃꯥꯡꯗ
চেনবা,ꯆꯦꯟꯕ
পাংবনা,ꯄꯥꯡꯕꯅ
ক্রোর,ꯀꯔ꯭ꯣꯔ
টেলেগু,ꯇꯦꯂꯦꯒꯨ
ফংননবা,ꯐꯪꯅꯅꯕ
শিয়ার,ꯁꯤꯌꯥꯔ
ৱারোলসিদা,ꯋꯥꯔꯣꯜꯁꯤꯗ
তানরে,ꯇꯥꯅꯔꯦ
লাকচগনি,ꯂꯥꯛꯆꯒꯅꯤ
ফানবা,ꯐꯥꯅꯕ
হৈজবী,ꯍꯩꯖꯕꯤ
ইপাউগী,ꯏꯄꯥꯎꯒꯤ
অপনবা,ꯑꯄꯟꯕ
ফংজদে,ꯐꯪꯖꯗꯦ
মার্কেটকা,ꯃꯥꯔꯀꯦꯠꯀ
অার্মি,ꯑꯥꯔꯃꯤ
ঊত্পা,ꯎꯠꯄ
নীপান,ꯅꯤꯄꯥꯟ
মীতেক,ꯃꯤꯇꯦꯛ
থৌবদা,ꯊꯧꯕꯗ
কাবসু,ꯀꯥꯕꯁꯨ
হংদবা,ꯍꯪꯗꯕ
কাউথোকখ্রবদি,ꯀꯥꯎꯊꯣꯛꯈꯔ꯭ꯕꯗꯤ
ইপুনা,ꯏꯄꯨꯅ
মঙারক,ꯃꯉꯥꯔꯛ
চেরোই,ꯆꯦꯔꯣꯏ
তাংবফাউবা,ꯇꯥꯡꯕꯐꯥꯎꯕ
কনশিনহনবা,ꯀꯟꯁꯤꯟꯍꯟꯕ
মীৎপান,ꯃꯤꯠꯄꯥꯟ
তাবদা,ꯇꯥꯕꯗ
অশিবা,ꯑꯁꯤꯕ
অসিনচিংবনা,ꯑꯁꯤꯅꯆꯤꯡꯕꯅ
গোখুল,ꯒꯣꯈꯨꯜ
উৎপদা,ꯎꯠꯄꯗ
ঈচেলদা,ꯏꯆꯦꯜꯗ
অপিকপা,ꯑꯄꯤꯛꯄ
মচুদা,ꯃꯆꯨꯗ
পোক্লকপদা,ꯄꯣꯛꯂꯛꯄꯗ
তোকই,ꯇꯣꯛꯏ
মপাদু,ꯃꯄꯥꯗꯨ
পামলৌ,ꯄꯥꯝꯂꯧ
য়াউরি,ꯌꯥꯎꯔꯤ
পীথরে,ꯄꯤꯊꯔꯦ
শীজখি,ꯁꯤꯖꯈꯤ
রেলৱে,ꯔꯦꯜꯋꯦ
নাইবী,ꯅꯥꯏꯕꯤ
লোয়বগী,ꯂꯣꯌꯕꯒꯤ
ওনরশিংগী,ꯑꯣꯅꯔꯁꯤꯡꯒꯤ
তোকপীরো,ꯇꯣꯛꯄꯤꯔꯣ
ওইহনসি,ꯑꯣꯏꯍꯟꯁꯤ
হকথেংনরকপা,ꯍꯛꯊꯦꯡꯅꯔꯛꯄ
নায়বা,ꯅꯥꯌꯕ
প্রোব্লেমনা,ꯄꯔ꯭ꯣꯕꯂ꯭ꯦꯝꯅ
উনররোই,ꯎꯅꯔꯔꯣꯏ
থাঙ্গৎনবা,ꯊꯥꯡꯒꯠꯅꯕ
খায়রবা,ꯈꯥꯌꯔꯕ
মবূক,ꯃꯕꯨꯛ
মৌদরামরি,ꯃꯧꯗꯔꯥꯃꯔꯤ
লান্দে,ꯂꯥꯟꯗꯦ
তম্না,ꯇꯝꯅꯥ
উরবদা,ꯎꯔꯕꯗ
তৎতনা,ꯇꯠꯇꯅ
য়াক্না,ꯌꯥꯛꯅ
নপাম্বোমশীংনা,ꯅꯄꯥꯝꯕꯣꯝꯁꯤꯡꯅ
ৱাবসু,ꯋꯥꯕꯁꯨ
শিথবগী,ꯁꯤꯊꯕꯒꯤ
পেনাল,ꯄꯦꯅꯥꯜ
উপ্পগা,ꯎꯞꯄꯒ
খোঙথাংশিংবু,ꯈꯣꯡꯊꯥꯡꯁꯤꯡꯕꯨ
দ্রেন,ꯗꯔ꯭ꯦꯟ
মাঙজবতা,ꯃꯥꯡꯖꯕꯇ
চুম্বা,ꯆꯨꯝꯕ
ভারতী,ꯚꯥꯔꯇꯤ
কিরবসু,ꯀꯤꯔꯕꯁꯨ
মচানসু,ꯃꯆꯥꯅꯁꯨ
পুরকই,ꯄꯨꯔꯛꯏ
পুক্কী,ꯄꯨꯛꯀꯤ
কাংগী,ꯀꯥꯡꯒꯤ
এবোর্সনশীং,ꯑꯦꯕꯣꯔꯁꯟꯁꯤꯡ
উহৈগী,ꯎꯍꯩꯒꯤ
লম্তা,ꯂꯝꯇꯥ
অমমম,ꯑꯃꯃꯝ
লৈবশীং,ꯂꯩꯕꯁꯤꯡ
দিলেন,ꯗꯤꯂꯦꯟ
তামিল,ꯇꯥꯃꯤꯜ
পিগলেট,ꯄꯤꯒꯂꯦꯠ
হুমদোকখ্রে,ꯍꯨꯝꯗꯣꯛꯈꯔ꯭ꯦ
থোকপী,ꯊꯣꯛꯄꯤ
পাইবা,ꯄꯥꯏꯕ
ইঙক,ꯏꯉꯛ
ওইরবা,ꯑꯣꯏꯔꯕ
য়েলহৌ,ꯌꯦꯜꯍꯧ
জাহাজ,ꯖꯥꯍꯥꯖ
দাইওদ,ꯗꯥꯏꯑꯣꯗ
শাবনে,ꯁꯥꯕꯅꯦ
চাক্চা,ꯆꯥꯛꯆꯥ
পনখিবা,ꯄꯟꯈꯤꯕ
লেল্লকখিবদু,ꯂꯦꯜꯂꯛꯈꯤꯕꯗꯨ
পাউদম,ꯄꯥꯎꯗꯝ
হৈবোং,ꯍꯩꯕꯣꯡ
ক্লিপ,ꯀꯂ꯭ꯤꯞ
ইপাদি,ꯏꯄꯥꯗꯤ
খুদেং,ꯈꯨꯗꯦꯡ
ৱাশেম,ꯋꯥꯁꯦꯝ
থকচিন,ꯊꯛꯆꯤꯟ
চারিবী,ꯆꯥꯔꯤꯕꯤ
পোকফম,ꯄꯣꯛꯐꯝ
মপুশীং,ꯃꯄꯨꯁꯤꯡ
ফাইবোক,ꯐꯥꯏꯕꯣꯛ
হেভনস,ꯍꯦꯚꯟꯁ
নশামক,ꯅꯁꯥꯃꯛ
লৌথবা,ꯂꯧꯊꯕ
ফংলরোই,ꯐꯪꯂꯔꯣꯢ
ব্যাকরণ,ꯕꯌ꯭ꯥꯀꯔꯟ
জাতিনা,ꯖꯥꯇꯤꯅ
বাততা,ꯕꯥꯠꯇ
মীংচৎ,ꯃꯤꯡꯆꯠ
থাংলক্তবা,ꯊꯥꯡꯂꯛꯇꯕ
চত্থবীগনু,ꯆꯠꯊꯕꯤꯒꯅꯨ
নৌরিবশিংনা,ꯅꯧꯔꯤꯕꯁꯤꯡꯅ
পোনবা,ꯄꯣꯟꯕ
প্রপ,ꯄꯔ꯭ꯞ
হৌরিবা,ꯍꯧꯔꯤꯕ
লম্দগী,ꯂꯝꯗꯒꯤ
ওইনিদা,ꯑꯣꯏꯅꯤꯗ
নুংশিনবনি,ꯅꯨꯡꯁꯤꯅꯕꯅꯤ
কুমথদুনা,ꯀꯨꯝꯊꯗꯨꯅ
তম্লে,ꯇꯝꯂꯦ
মচাগী,ꯃꯆꯥꯒꯤ
কেনখিবনা,ꯀꯦꯟꯈꯤꯕꯅ
য়ৌরবা,ꯌꯧꯔꯕ
পনখ্রিবা,ꯄꯟꯈꯔ꯭ꯤꯕ
হৌরকই,ꯍꯧꯔꯛꯏ
খরদসু,ꯈꯔꯗꯁꯨ
ফমুংগী,ꯐꯃꯨꯡꯒꯤ
লমদিং,ꯂꯝꯗꯤꯡ
রাইটিং,ꯔꯥꯏꯇꯤꯡ
কলচরগী,ꯀꯜꯆꯔꯒꯤ
মমৈদা,ꯃꯃꯩꯗ
লোৎনবা,ꯂꯣꯠꯅꯕ
অৱাবা,ꯑꯋꯥꯕ
উনাগী,ꯎꯅꯥꯒꯤ
তম্লি,ꯇꯝꯂꯤ
অৱাঅনা,ꯑꯋꯥꯑꯅꯥ
য়ৌরকই,ꯌꯧꯔꯛꯏ
কম্বর,ꯀꯝꯕꯔ
ওইরসি,ꯑꯣꯏꯔꯁꯤ
নক্পদা,ꯅꯛꯄꯗ
টেনগী,ꯇꯦꯟꯒꯤ
তৌবতবু,ꯇꯧꯕꯇꯕꯨ
সিবিল,ꯁꯤꯕꯤꯜ
চেংহি,ꯆꯦꯡꯍꯤ
প্রিন্সিপালশিংগী,ꯄꯔ꯭ꯤꯟꯁꯤꯄꯥꯜꯁꯤꯡꯒꯤ
শিবনি,ꯁꯤꯕꯅꯤ
তম্মে,ꯇꯝꯃꯦ
গ্রূপ,ꯒꯔ꯭ꯨꯞ
নিংজবা,ꯅꯤꯡꯖꯕ
থবক্কা,ꯊꯕꯛꯀ
মশীংদু,ꯃꯁꯤꯡꯗꯨ
অয়োয়ো,ꯑꯌꯣꯌꯣ
মাঙহনবগী,ꯃꯥꯡꯍꯟꯕꯒꯤ
এদোপসন,ꯑꯦꯗꯣꯞꯁꯟ
লোইরকপনা,ꯂꯣꯏꯔꯛꯄꯅ
জোনেল,ꯖꯣꯅꯦꯜ
খাইদোকপদা,ꯈꯥꯏꯗꯣꯛꯄꯗ
লোংদু,ꯂꯣꯡꯗꯨ
লোইপোত,ꯂꯣꯏꯄꯣꯠ
লেপখি,ꯂꯦꯞꯈꯤ
হূমেন,ꯍꯨꯃꯦꯟ
মওংবু,ꯃꯑꯣꯡꯕꯨ
বারশীং,ꯕꯥꯔꯁꯤꯡ
মকোন,ꯃꯀꯣꯟ
নমফুদা,ꯅꯝꯐꯨꯗ
কুনবা,ꯀꯨꯟꯕ
রমানন্দ,ꯔꯃꯥꯅꯟꯗ
ওত্পা,ꯑꯣꯠꯄ
হৌগতপগী,ꯍꯧꯒꯠꯄꯒꯤ
য়ানরে,ꯌꯥꯅꯔꯦ
মরিনি,ꯃꯔꯤꯅꯤ
হৌরকপগী,ꯍꯧꯔꯛꯄꯒꯤ
য়াহন্দ্রে,ꯌꯥꯍꯟꯗꯔ꯭ꯦ
মরালদি,ꯃꯔꯥꯜꯗꯤ
শিন্দোকপনা,ꯁꯤꯟꯗꯣꯛꯄꯅ
সনাশিং,ꯁꯅꯥꯁꯤꯡ
থবকশিংসি,ꯊꯕꯛꯁꯤꯡꯁꯤ
অমগুম,ꯑꯃꯒꯨꯝ
শুগনু,ꯁꯨꯒꯅꯨ
শোকহন্দুনা,ꯁꯣꯛꯍꯟꯗꯨꯅ
রিশাং,ꯔꯤꯁꯥꯡ
ষ্টোর,ꯁꯇ꯭ꯣꯔ
য়ুমকৈ,ꯌꯨꯝꯀꯩ
কাউজন,ꯀꯥꯎꯖꯟ
তৌবগে,ꯇꯧꯕꯒꯦ
য়েংলি,ꯌꯦꯡꯂꯤ
লোটরি,ꯂꯣꯇꯔꯤ
উরমগনি,ꯎꯔꯝꯒꯅꯤ
লৌশিন্নবগীদমক,ꯂꯧꯁꯤꯟꯅꯕꯒꯤꯗꯃꯛ
ফারফাও,ꯐꯥꯔꯐꯥꯑꯣ
তৈগনু,ꯇꯩꯒꯅꯨ
অদুদদি,ꯑꯗꯨꯗꯗꯤ
পাত্র,ꯄꯥꯇꯔ꯭
সনামহীনা,ꯁꯅꯥꯃꯍꯤꯅ
রুমাল,ꯔꯨꯃꯥꯜ
চানবা,ꯆꯥꯅꯕ
অশানি,ꯑꯁꯥꯅꯤ
মওংদি,ꯃꯑꯣꯡꯗꯤ
য়ুমদসু,ꯌꯨꯝꯗꯁꯨ
মহিলা,ꯃꯍꯤꯂꯥ
শীন্বা,ꯁꯤꯟꯕ
তোঙাল্লিবনো,ꯇꯣꯉꯥꯜꯂꯤꯕꯅꯣ
ঙাওরবা,ꯉꯥꯑꯣꯔꯕ
মশুমক্নি,ꯃꯁꯨꯃꯛꯅꯤ
মফমদু,ꯃꯐꯝꯗꯨ
জাতীগী,ꯖꯥꯇꯤꯒꯤ
মপাঙ্গলগা,ꯃꯄꯥꯡꯒꯜꯒ
চাবনা,ꯆꯥꯕꯅ
য়োৎশিনখিবা,ꯌꯣꯠꯁꯤꯟꯈꯤꯕ
সেলতর,ꯁꯦꯜꯇꯔ
ঙাইদনা,ꯉꯥꯏꯗꯅ
ঈংথরবা,ꯏꯡꯊꯔꯕ
রুটিন,ꯔꯨꯇꯤꯟ
মঙ্ঙা,ꯃꯡꯉꯥ
ইন্টর,ꯏꯟꯇꯔ
কোইয়া,ꯀꯣꯏꯌꯥ
কাছাড়,ꯀꯥꯁꯥꯔ
হায়বদা,ꯍꯥꯌꯕꯗ
থাহনবা,ꯊꯥꯍꯟꯕ
রেলগী,ꯔꯦꯜꯒꯤ
উনাদা,ꯎꯅꯥꯗ
থমখি,ꯊꯝꯈꯤ
ৱাংবা,ꯋꯥꯡꯕ
মমলগা,ꯃꯃꯜꯒ
ফংদবসু,ꯐꯪꯗꯕꯁꯨ
থম্বাল,ꯊꯝꯕꯥꯜ
থোকহনবনো,ꯊꯣꯛꯍꯟꯕꯅꯣ
রেজিম,ꯔꯦꯖꯤꯝ
